Scrip Code,Scrip ID,Scrip Name,Status,Group,Face Value,ISIN No,Industry
543765,EARTH,Earthstahl & Alloys Ltd,Active,M,10,INE0O4V01010,Capital Goods
534927,EBFL,Esteem Bio Organic Food Processing Ltd,D,MT,1,INE209O01028,Fast Moving Consumer Goods
534839,EFPL,Eco Friendly Food Processing Park Ltd,D,MT,1,INE178O01025,Fast Moving Consumer Goods
543518,EIGHTY,Eighty Jewellers Ltd,Active,M,10,INE0KSN01014,Consumer Durables
541053,EIS,East India Securities Ltd,D,M,10,INE482Z01019,Financial Services
543475,EKENNIS,Ekennis Software Service Ltd,Active,M,10,INE0KCM01010,Information Technology
544724,ELFIN,Elfin Agro India Ltd,Active,M,5,INE1FEW01013,Fast Moving Consumer Goods
544747,EMIAC,Emiac Technologies Ltd,Active,M,10,INE1OSW01015,"Media, Entertainment & Publication"
544166,EMMFORCE,Emmforce Autotech Ltd,Active,M,10,INE0SDC01012,Automobile and Auto Components
538684,ENCASH,Encash Entertainment Ltd,S,MT,10,INE552Q01018,"Media, Entertainment & Publication"
543595,EPBIO,EP Biocomposites Ltd,Active,M,10,INE0D2I01014,Utilities
544475,ESSEX,Essex Marine Ltd,Active,MT,10,INE1IBY01019,Fast Moving Consumer Goods
544094,EUPHORIAIT,Euphoria Infotech (India) Ltd,Active,M,10,INE0PYT01018,Information Technology
542668,EVANS,Evans Electric Ltd,Active,M,10,INE06TD01010,Services
543500,EVOQ,Evoq Remedies Ltd,Active,M,10,INE0JVD01011,Services
544626,EXATO,Exato Technologies Ltd,Active,M,10,INE1E4401010,Information Technology
543895,EXHICON,Exhicon Events Media Solutions Ltd,Active,M,10,INE0O8901016,Consumer Services
544164,FAALCON,Faalcon Concepts Ltd,Active,M,10,INE0Q9W01015,Capital Goods
544332,FABCLEAN,Fabtech Technologies Cleanrooms Ltd,Active,M,10,INE0HSD01011,Capital Goods
543444,FABINO,Fabino Enterprises Ltd,Active,MT,10,INE0DRT01018,Healthcare
544707,FIL,Fractal Industries Ltd,Active,M,10,INE1W3Q01011,Textiles
539098,FILTRA,Filtra Consultants and Engineers Ltd,Active,M,10,INE541R01019,Utilities
543312,FOCUS,Focus Business Solution Ltd,Active,M,10,INE0DXR01010,Information Technology
543521,FONE4,Fone4 Communications (India) Ltd,Active,M,10,INE0L3H01014,Consumer Services
539839,FRANKLIN,Franklin Leasing and Finance Ltd,Active,M,10,INE399S01010,Financial Services
540945,FSSPL,Focus Suites Solutions & Services Ltd,D,M,10,INE180Z01019,Services
544173,FTL,Finelistings Technologies Ltd,Active,MT,10,INE0QOQ01013,Consumer Services
544616,GALLARD,Gallard Steel Ltd,Active,M,10,INE0BUQ01012,Automobile and Auto Components
539680,GANGAPHARM,Ganga Pharmaceuticals Ltd,Active,M,10,INE615T01017,Healthcare
539041,GANVERSE,Ganesha Ecoverse Ltd,Active,MT,10,INE369Q01017,Services
543709,GARGI,PNGS Gargi Fashion Jewellery Ltd,Active,M,10,INE0NT601018,Consumer Durables
544348,GBLOGISTIC,GB Logistics Commerce Ltd,Active,M,10,INE0RWU01016,Services
538319,GCMCAPI,GCM Capital Advisors Ltd,Active,MT,10,INE191P01017,Financial Services
535917,GCMCOMM,GCM Commodity & Derivatives Ltd,Active,M,10,INE200P01016,Financial Services
544156,GCONNECT,Gconnect Logitech and Supply Chain Ltd,Active,M,10,INE0QHY01011,Services
540613,GEL,Gautam Exim Ltd,Active,M,10,INE721X01015,Services
544199,GEMENVIRO,GEM Enviro Management Ltd,Active,M,5,INE0RUJ01013,Utilities
543372,GETALONG,Getalong Enterprise Ltd,Active,M,1,INE0H1201020,Services
539864,GHUSHINE,Ghushine Fintrrade Ocean Ltd,Active,M,10,INE009U01011,Textiles
542477,GLAAMUP,Glaam Up Jwel Ltd,Active,MT,10,INE03CM01014,Services
544444,GLEN,Glen Industries Ltd,Active,M,10,INE0UMC01019,Capital Goods
543520,GLHRL,Global Longlife Hospital and Research Ltd,Active,MT,10,INE0J2K01014,Healthcare
544665,GLOBALLOG,Global Ocean Logistics India Ltd,Active,M,10,INE1ITY01011,Services
544494,GLOBTIER,Globtier Infotech Ltd,Active,M,10,INE12P601017,Information Technology
543239,GMPL,G M Polyplast Ltd,Active,M,10,INE0E2801015,Capital Goods
542850,GOBLIN,Goblin India Ltd,Active,M,10,INE492Z01018,Consumer Durables
543538,GOEL,Goel Food Products Ltd,Active,MT,10,INE0K6L01010,Consumer Services
544504,GOELCONS,Goel Construction Company Ltd,Active,M,10,INE0ZOM01013,Construction
780012,GOKULSOL (ITP),Gokul Solutions Ltd (ITP),S,IP,10,INE909Q01010,-
544548,GPAPL,Gujarat Peanut And Agri Products Ltd,Active,M,10,INE0SIK01014,Fast Moving Consumer Goods
544108,GPSL,Gabriel Pet Straps Ltd,Active,M,10,INE0QZF01012,Capital Goods
544682,GRERENEW,GRE Renew Enertech Ltd,Active,M,10,INE0U8P01015,Construction
544675,GTIL,Gabion Technologies India Ltd,Active,M,10,INE1H1501013,Capital Goods
540938,GUJHYSPIN,Gujarat Hy-Spin Ltd,Active,M,10,INE578V01013,Textiles
544163,GVL,Greenhitech Ventures Ltd,Active,M,10,INE0S0701019,"Oil, Gas & Consumable Fuels"
544312,HAMPS,Hamps Bio Ltd,Active,M,10,INE0QBD01018,Fast Moving Consumer Goods
538731,HANMAN,Hanman Fit Ltd,Active,M,10,INE982Q01017,Consumer Services
544687,HANNAH,Hannah Joseph Hospital Ltd,Active,M,10,INE0JVH01012,Healthcare
544105,HARSHDEEP,Harshdeep Hortico Ltd,Active,M,10,INE0OLZ01015,Fast Moving Consumer Goods
780014,HASJUICE (ITP),Has Lifestyle Ltd (ITP),Active,IP,10,INE888Q01016,-
542592,HBEL,Humming Bird Education Ltd,Active,M,1,INE02PC01027,Consumer Services
543546,HEALTHYLIFE,Healthy Life Agritec Ltd,Active,M,10,INE0L3501015,Fast Moving Consumer Goods
544630,HELLOJI,Helloji Holidays Ltd,Active,M,10,INE1FJE01010,Consumer Services
544741,HIGHNESS,Highness Microelectronics Ltd,Active,M,10,INE1KI801019,Capital Goods
544349,HMEML,H.M. Electro Mech Ltd,Active,M,10,INE0DZD01015,Construction
535217,HPCBL,HPC Biosciences Ltd,D,MT,1,INE507O01025,Fast Moving Consumer Goods
544656,HRS,HRS Aluglaze Ltd,Active,MT,10,INE1E1V01017,Capital Goods
543916,HSIL,Hemant Surgical Industries Ltd,Active,M,10,INE0GYI01028,Healthcare
542935,ICLORGANIC,ICL Organic Dairy Products Ltd,D,MT,10,INE0AU701018,Fast Moving Consumer Goods
544483,ICODEX,Icodex Publishing Solutions Ltd,Active,M,10,INE111601014,Information Technology
544426,ICON,Icon Facilitators Ltd,Active,MT,10,INE0Y0E01012,Services
544388,IDENTIXWEB,Identixweb Ltd,Active,M,10,INE0PA401012,Information Technology
540152,IGRL,India Green Reality Ltd,S,MT,10,INE373V01019,Realty
544334,INDOBELL,Indobell Insulations Ltd,Active,MT,10,INE0FK501019,Capital Goods
543769,INDONG,Indong Tea Company Ltd,Active,M,10,INE0KN201016,Fast Moving Consumer Goods
544681,INDOSMC,INDO SMC Ltd,Active,MT,10,INE0WKY01013,Capital Goods
544567,INFINITY,Infinity Infoway Ltd,Active,M,10,INE16XA01017,Information Technology
541083,INFLAME,Inflame Appliances Ltd,Active,M,10,INE464Z01017,Consumer Durables
544393,INFONATIVE,Infonative Solutions Ltd,Active,M,1,INE12IB01015,Information Technology
543905,INNOKAIZ,Innokaiz India Ltd,Active,MT,10,INE0LDI01022,"Media, Entertainment & Publication"
541983,INNOVATIVE,Innovative Ideals and Services (India) Ltd,Active,MT,10,INE492Y01011,Services
541353,INNOVATORS,Innovators Facade Systems Ltd,Active,M,10,INE870Z01015,Capital Goods
543951,INNOVATUS,Innovatus Entertainment Networks Ltd,S,MT,10,INE0LYO01018,Consumer Services
543806,ITCONS,ITCONS E-Solutions Ltd,Active,MT,10,INE0O6A01019,Services
780001,JAISUKH DEAL (ITP),Jaisukh Dealers Ltd (ITP),S,IP,10,INE190P01019,-
542924,JANUSCORP,Janus Corporation Ltd,S,MT,10,INE04OV01018,Diversified
543544,JAYANT,Jayant Infratech Ltd,Active,M,10,INE0KR801019,Construction
544160,JAYKAILASH,Jay Kailash Namkeen Ltd,Active,MT,10,INE0MSS01019,Fast Moving Consumer Goods
544524,JDCABLES,JD Cables Ltd,Active,M,10,INE14VP01014,Capital Goods
540394,JDML,Jash Dealmark Ltd,D,MT,10,INE801W01017,Services
543286,JETMALL,Jetmall Spices and Masala Ltd,Active,MT,10,INE0D9X01018,Fast Moving Consumer Goods
538794,JETSOLAR,Jet Solar Ltd,Active,MT,10,INE155R01018,Realty
540850,JFL,Jhandewalas Foods Ltd,Active,MT,10,INE841Y01019,Fast Moving Consumer Goods
540651,JIGAR,Jigar Cables Ltd,Active,M,10,INE943X01015,Capital Goods
780019,JIGYASA (ITP),Jigyasa Infrastructure Ltd (ITP),S,IP,10,INE107Q01011,-
542653,JINAAM,Jinaams Dress Ltd,D,MT,10,INE011201014,Textiles
534659,JOINTECAED,Jointeca Education Solutions Ltd,Active,MT,10,INE131N01018,Information Technology
542446,JONJUA,Jonjua Overseas Ltd,Active,M,10,INE793Z01027,Services
538765,JSHL,JLA Infraville Shoppers Ltd,Active,M,10,INE401Q01018,Consumer Services
544304,JUNGLECAMP,Jungle Camps India Ltd,Active,MT,10,INE0WCH01015,Consumer Services
544542,JUSTO,Justo Realfintech Ltd,Active,M,10,INE0W5Q01017,Realty
540756,KAARYAFSL,Kaarya Facilities and Services Ltd,Active,MT,10,INE282Y01016,Services
543979,KAHAN,Kahan Packaging Ltd,Active,M,10,INE04T901017,Capital Goods
543939,KAKA,Kaka Industries Ltd,Active,M,10,INE0P3N01018,Capital Goods
544023,KALYANI,Kalyani Cast-Tech Ltd,Active,MT,10,INE0N6U01018,Capital Goods
544693,KANISHK,Kanishk Aluminium India Ltd,Active,M,10,INE163401016,Metals & Mining
544511,KARBON,Karbonsteel Engineering Ltd,Active,M,10,INE0V8A01016,Construction
544688,KASTURI,Kasturi Metal Composite Ltd,Active,M,10,INE0T1301023,Capital Goods
537784,KCSL,Karnimata Cold Storage Ltd,Active,M,10,INE576P01019,Services
539788,KDML,Khemani Distributors & Marketing Ltd,Active,MT,5,INE030U01025,Consumer Services
544398,KENRIK,Kenrik Industries Ltd,Active,M,10,INE0AOG01018,Consumer Durables
543542,KESAR,Kesar India Ltd,Active,M,10,INE0L1C01019,Realty
544270,KGVL,Khyati Global Ventures Ltd,Active,M,10,INE0S9501014,Services
543953,KHAZANCHI,Khazanchi Jewellers Ltd,Active,M,10,INE0OWC01011,Consumer Durables
544711,KIAASA,Kiaasa Retail Ltd,Active,M,10,INE1C3F01018,Textiles
544221,KIZI,Kizi Apparels Ltd,Active,M,10,INE0RMR01013,Textiles
544013,KKSHL,KK Shah Hospitals Ltd,Active,M,10,INE0OH401016,Healthcare
544624,KKSILK,K K Silk Mills Ltd,Active,M,10,INE0EOJ01014,Textiles
540812,KMSL,Kids Medical Systems Ltd,S,MT,10,INE457Y01014,Healthcare
540468,KMSMEDI,KMS Medisurgi Ltd,Active,MT,10,INE870V01014,Healthcare
544139,KOURA,Koura Fine Diamond Jewelry Ltd,Active,M,10,INE0M8R01011,Consumer Durables
544150,KPGEL,KP Green Engineering Ltd,Active,M,5,INE0QVH01025,Capital Goods
544509,KRUPALU,Krupalu Metals Ltd,Active,M,10,INE0XZB01017,Capital Goods
544554,KVSCASTING,KVS Castings Ltd,Active,M,10,INE163701019,Capital Goods
544641,KVTOYS,K. V. Toys India Ltd,Active,M,10,INE1IE301018,Consumer Durables
543830,LABELKRAFT,Labelkraft Technologies Ltd,Active,M,10,INE0NLJ01011,Forest Materials
537669,LAXMIPATI,Laxmipati Engineering Works Ltd,Active,M,10,INE920P01019,Capital Goods
541196,LEX,Lex Nimble Solutions Ltd,Active,MT,10,INE860Y01019,Services
544341,LGLL,Landmark Global Learning Ltd,Active,M,10,INE12QA01010,Consumer Services
544489,LGT,LGT Business Connextions Ltd,Active,M,10,INE191201016,Consumer Services
544366,LKMEHTA,L.K.Mehta Polymers Ltd,Active,M,10,INE0FFF01017,Capital Goods
543746,LOGICA,Logica Infoway Ltd,Active,M,10,INE0BSU01018,Consumer Services
544625,LOGICIEL,Logiciel Solutions Ltd,Active,MT,10,INE1BA901016,Information Technology
544518,LTELEVATOR,L. T. Elevator Ltd,Active,M,10,INE0TJ801010,Capital Goods
544635,LUXURY,Luxury Time Ltd,Active,M,10,INE1CJB01013,Consumer Durables
543624,MAAGHADV,Maagh Advertising and Marketing Services Ltd,S,M,1,INE0KY201021,"Media, Entertainment & Publication"
541973,MACH,Mac Hotels Ltd,Active,M,10,INE004Z01011,Consumer Services
543613,MAFIA,Mafia Trends Ltd,Active,M,10,INE0KQQ01011,Consumer Services
544188,MAGENTA,Magenta Lifecare Ltd,Active,MT,10,INE0QZ901011,Consumer Durables
544611,MAHALIFE,Mahamaya Lifesciences Ltd,Active,M,10,INE0U9D01019,Chemicals
542503,MAHIP,Mahip Industries Ltd,Active,MT,10,INE00CX01017,Capital Goods
543874,MAIDEN,Maiden Forgings Ltd,Active,M,10,INE0O1T01010,Capital Goods
544351,MALPANI,Malpani Pipes And Fittings Ltd,Active,M,10,INE0YON01014,Capital Goods
540402,MANAS,Manas Properties Ltd,Active,MT,10,INE800W01019,Realty
544287,MANGALCOMP,Mangal Compusolution Ltd,Active,M,10,INE0RU901015,Services
544400,MANOJJEWEL,Manoj Jewellers Ltd,Active,M,10,INE0MV001018,Consumer Durables
544437,MARCLOIRE,Marc Loire Fashions Ltd,Active,MT,10,INE0TBQ01014,Consumer Durables
534563,MASL,Max Alert Systems Ltd,S,MT,10,INE253N01010,Capital Goods
544248,MCEL,Mach Conferences And Events Ltd,Active,M,10,INE0UYT01018,Consumer Services
544106,MCFL,Mayank Cattle Food Ltd,Active,M,10,INE0R5Z01015,Fast Moving Consumer Goods
780009,MCL (ITP),Madhuban Constructions Ltd (ITP),S,IP,10,INE145Q01011,-
544073,MCPL,Manoj Ceramic Ltd,Active,MT,10,INE0A6N01026,Consumer Durables
544673,MDRC,Modern Diagnostic & Research Centre Ltd,Active,M,10,INE1HK501016,Healthcare
544472,MEHUL,Mehul Colours Ltd,Active,M,10,INE1KH601014,Chemicals
544441,METAINFO,Meta Infotech Ltd,Active,M,10,INE162901016,Information Technology
544637,METHODHUB,Methodhub Software Ltd,Active,M,10,INE0QZR01017,Information Technology
540150,MHEL,Mewar Hi-Tech Engineering Ltd,Active,MT,10,INE957U01011,Construction
541337,MILEFUR,Milestone Furniture Ltd,Active,MT,10,INE424Z01011,Consumer Durables
544015,MISHDESIGN,Mish Designs Ltd,Active,M,10,INE0QI101019,Textiles
542801,MISQUITA,Misquita Engineering Ltd,Active,M,10,INE957W01025,Capital Goods
544575,MITTALSTL,Mittal Sections Ltd,Active,M,10,INE833Q01012,Capital Goods
544623,MNFL,Mother Nutri Foods Ltd,Active,M,10,INE0UH001016,Fast Moving Consumer Goods
544451,MONIKA,Monika Alcobev Ltd,Active,M,10,INE0LCG01010,Fast Moving Consumer Goods
544553,MPKSTEELS,M P K Steels (I) Ltd,Active,M,10,INE1PJP01015,Capital Goods
543262,MRP,MRP Agro Ltd,Active,M,10,INE0D7801012,Consumer Services
539229,MRSS,Majestic Research Services and Solutions Ltd,S,MT,10,INE196R01012,Diversified
544695,MSAFE,Msafe Equipments Ltd,Active,M,10,INE2B5L01011,Metals & Mining
544453,MSECL,Monarch Surveyors and Engineering Consultants Ltd,Active,M,10,INE0V0L01028,Services
544751,MTL,Mehul Telecom Ltd,Active,MT,10,INE1K0V01011,Consumer Services
544313,NACDAC,NACDAC Infrastructure Ltd,Active,M,10,INE0LB101011,Construction
544668,NANTA,Nanta Tech Ltd,Active,MT,10,INE0YJA01011,Consumer Durables
544373,NAPSGLOBAL,NAPS Global India Ltd,Active,M,10,INE0VNH01014,Textiles
544680,NARMADESH,Narmadesh Brass Industries Ltd,Active,M,10,INE0S1B01014,Capital Goods
543579,NATURO,Naturo Indiabull Ltd,S,MT,10,INE0JNB01012,Fast Moving Consumer Goods
539521,NAVIGANT,Navigant Corporate Advisors Ltd,Active,MT,10,INE364T01012,Financial Services
543305,NAVODAYENT,Navoday Enterprises Ltd,S,MT,10,INE0DB001013,Services
544510,NCML,Nilachal Carbo Metalicks Ltd,Active,M,10,INE346R01013,Metals & Mining
544434,NEETUYOSHI,Neetu Yoshi Ltd,Active,M,5,INE0UZO01024,Capital Goods
540698,NEL,Nouritrans Exim Ltd,D,MT,10,INE555X01017,Services
544663,NEPLOG,Neptune Logitek Ltd,Active,M,10,INE1NQ501012,Services
536644,NEWEVER,Newever Trade Wings Ltd,D,MT,10,INE596O01010,Services
544265,NEXXUS,Nexxus Petro Industries Ltd,Active,M,10,INE0QUL01011,Chemicals
544245,NHL,Naturewings Holidays Ltd,Active,M,10,INE0N4701016,Consumer Services
544495,NISMGMT,NIS Management Ltd,Active,M,10,INE0M3X01010,Consumer Services
544296,NISUS,Nisus Finance Services Co Ltd,Active,M,10,INE0DQN01013,Financial Services
542771,NOVATEOR,Novateor Research Laboratories Ltd,Active,MT,10,INE08JY01013,Fast Moving Consumer Goods
544735,NOVUS,Novus Loyalty Ltd,Active,M,10,INE1TFS01019,"Media, Entertainment & Publication"
544269,NPFL,Neopolitan Pizza And Foods Ltd,Active,M,10,INE471R01019,Fast Moving Consumer Goods
544571,NSBBPO,NSB BPO Solutions Ltd,Active,M,10,INE0SLP01017,Services
544370,NUKLEUS,Nukleus Office Solutions Ltd,Active,M,10,INE0VYX01018,Services
543522,NVENTURES,Nanavati Ventures Ltd,Active,M,10,INE0E5R01017,Metals & Mining
540416,OCTAWARE,Octaware Technologies Ltd,Active,MT,10,INE208U01019,Information Technology
543578,OLATECH,Olatech Solutions Ltd,Active,M,10,INE0M3901015,Information Technology
544559,OML,Om Metallogic Ltd,Active,M,10,INE0R8Q01018,Capital Goods
543400,OMNIPOTENT,Omnipotent Industries Ltd,Active,M,10,INE0JFE01012,"Oil, Gas & Consumable Fuels"
539116,OPCHAINS,O. P. Chains Ltd,Active,MT,10,INE118Q01018,Services
543997,ORGANICREC,Organic Recycling Systems Ltd,Active,M,10,INE0MIO01019,Utilities
544498,OVAL,Oval Projects Engineering Ltd,Active,M,10,INE0RTI01017,Construction
543637,PACE,Pace E-Commerce Ventures Ltd,Active,MT,10,INE0N1L01018,Consumer Services
544657,PAJSON,Pajson Agro India Ltd,Active,MT,10,INE14LM01012,Fast Moving Consumer Goods
544698,PANHR,PAN HR Solution Ltd,Active,M,10,INE1N9E01015,Services
544330,PARMESHWAR,Parmeshwar Metal Ltd,Active,M,10,INE0QQJ01021,Capital Goods
544460,PATELCHEM,Patel Chem Specialities Ltd,Active,M,10,INE161701011,Chemicals
543798,PATRON,Patron Exim Ltd,Active,MT,10,INE0NPA01011,Chemicals
539352,PBFL,P. B. Films Ltd,Active,MT,10,INE212Q01019,"Media, Entertainment & Publication"
543814,PCL,Prospect Consumer Products Ltd,Active,M,10,INE0OKG01017,Fast Moving Consumer Goods
539273,PECOS,Pecos Hotels and Pubs Ltd,Active,M,10,INE484S01010,Consumer Services
544141,PESB,Pune E - Stock Broking Ltd,Active,M,10,INE510U01018,Financial Services
544259,PFL,Popular Foundations Ltd,Active,M,10,INE0PZB01013,Construction
543540,PGCRL,Pearl Green Clubs and Resorts Ltd,Active,M,10,INE0GTX01019,Fast Moving Consumer Goods
544178,PIOTEX,Piotex Industries Ltd,Active,M,10,INE0R4W01015,Textiles
539401,PJL,Patdiam Jewellery Ltd,Active,M,10,INE473T01011,Consumer Durables
543352,POBS,PlatinumOne Business Services Ltd,Active,M,10,INE0DTJ01015,Services
537573,POLYMAC,Polymac Thermoformers Ltd,Active,M,10,INE826P01018,Capital Goods
544383,PPARIVAH,Paradeep Parivahan Ltd,Active,M,10,INE0SMW01011,Services
544538,PRARUH,Praruh Technologies Ltd,Active,M,10,INE0TI501017,Information Technology
543363,PREVEST,Prevest Denpro Ltd,Active,M,10,INE0GAO01018,Healthcare
544643,PRODOCS,Prodocs Solutions Ltd,Active,MT,10,INE10XK01019,Information Technology
543375,PROMAX,Promax Power Ltd,Active,M,10,INE0I2F01015,Construction
544378,PSPL,PDP Shipping & Projects Ltd,Active,M,10,INE0ABU01016,Services
544627,PURPLEWAVE,Purple Wave Infocom Ltd,Active,M,10,INE0VDK01019,Capital Goods
534109,PYXISFIN,Pyxis Finvest Ltd,Active,MT,10,INE883L01018,Financial Services
544091,QLL,Qualitek Labs Ltd,Active,M,10,INE0Q1R01012,Services
543460,QRIL,Quality RO Industries Ltd,Active,M,10,INE0KAF01018,Capital Goods
543982,QUESTFLOW,Quest Flow Controls Ltd,Active,MT,10,INE0OYE01013,Capital Goods
544503,RACHIT,Rachit Prints Ltd,Active,MT,10,INE0ZN101029,Textiles
541703,RACONTEUR,Raconteur Global Resources Ltd,Active,MT,10,INE00WY01013,Consumer Services
538921,RAFL,Raghuvansh Agrofarms Ltd,Active,M,10,INE865P01016,Fast Moving Consumer Goods
544291,RAJESH,Rajesh Power Services Ltd,Active,M,10,INE0VN801010,Utilities
544236,RAL,Resourceful Automobile Ltd,Active,M,10,INE0SK201011,Automobile and Auto Components
541945,RANJEET,Ranjeet Mechatronics Ltd,Active,M,5,INE01A501027,Construction
544237,RAPID,Rapid Multimodal logistics Ltd,Active,MT,10,INE0QA901010,Services
544629,RAVEL,Ravelcare Ltd,Active,M,10,INE0W4D01018,Fast Moving Consumer Goods
543285,RCAN,Rajeshwari Cans Ltd,Active,MT,10,INE0CQ101015,Capital Goods
544640,RDEL,Riddhi Display Equipments Ltd,Active,MT,10,INE1DKT01011,Consumer Durables
544552,RDGAIL,Rukmani Devi Garg Agro Impex Ltd,Active,M,10,INE0S5T01017,Fast Moving Consumer Goods
543617,REETECH,Reetech International Ltd,Active,M,10,INE0MKO01015,"Oil, Gas & Consumable Fuels"
540426,RELSTRUCT,Relstruct Buildcon Ltd,D,MT,10,INE792V01010,Realty
544463,REPONO,Repono Ltd,Active,M,10,INE15WN01014,"Oil, Gas & Consumable Fuels"
543805,RESGEN,Resgen Ltd,Active,M,10,INE0NYN01016,"Oil, Gas & Consumable Fuels"
544391,RETAGGIO,Retaggio Industries Ltd,Active,M,10,INE0KWJ01014,Consumer Durables
543902,RETINA,Retina Paints Ltd,Active,M,10,INE0NTC01019,Consumer Durables
543744,REXSEAL,Rex Sealing and Packing Industries Ltd,Active,M,10,INE0MFT01014,Capital Goods
541151,RIDINGS,Ridings Consulting Engineers India Ltd,S,MT,10,INE314Z01014,Services
